HouseID,Title,Hood,Parish,Price,Gross_Area,Typology
32002288,"Apartamento T1 à venda , Praça da Figueira, 9",Rossio - Martim Moniz,Santa Maria Maior,510000,106,T1
31508972,Apartamento T1 à venda na rua do Salitre s/n,Av. da Liberdade - Marquês de Pombal,Santo António,535000,45,T1
31965017,Apartamento T1 à venda na avenida David Mourão-Ferreira,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,Lumiar,310000,73,T1
32299097,Apartamento T1 à venda na rua Dom Luís de Noronha s/n,Campo Pequeno - Praça de Espanha,Avenidas Novas,390000,57,T1
32430621,Apartamento T1 à venda em Lapa,Estrela,NA,550000,80,T1
32424137,Apartamento T1 à venda na travessa da Rabicha,Praça de Espanha - Sete Rios,Campolide,250000,72,T1
32399262,Apartamento T1 à venda em Baixa,Santa Maria Maior,NA,695000,149,T1
31720950,Apartamento T1 à venda na rua dos Cavaleiros,Castelo - Mouraria,Santa Maria Maior,225000,40,T1
32445010,Apartamento T1 à venda em Bica - Santa Catarina,Misericórdia,NA,335000,53,T1
32503478,Apartamento T1 à venda na praceta Pátio Salema s/n,Pena,Arroios,565000,55,T1
30844233,"Apartamento T1 à venda na rua Avenida 24 de Julho, 178",Alcântara,Estrela,399500,69,T1
32503476,Apartamento T1 à venda na praceta Pátio Salema s/n,Pena,Arroios,655000,71,T1
32562329,Apartamento T1 à venda na rua Possidónio da Silva,Prazeres,Estrela,530750,50,T1
32461102,Apartamento T1 à venda em Príncipe Real - São Bento,Misericórdia,NA,375000,75,T1
32610121,"Apartamento T1 à venda na praça do Chile , 16",Alameda - Praça do Chile - Almirante Reis,São Jorge de Arroios,370000,48,T1
32477975,"Apartamento T1 à venda , Praça dos Restauradores",Rossio - Martim Moniz,Santa Maria Maior,650000,55,T1
31256704,"Apartamento T1 à venda na rua Capitão José Soares da Encarnação, 5",Santa Engrácia,São Vicente,215000,40,T1
32629938,Apartamento T1 à venda na rua de São Paulo,Chiado - Pç. de Camões,Misericórdia,737620,105,T1
29766586,Apartamento T1 à venda na rua General João de Almeida s/n,Centro,Belém,630000,77,T1
31779831,Apartamento T1 à venda na rua Rua do Alecrim s/n,Chiado - Pç. de Camões,Misericórdia,765070,99,T1
