HouseID,Title,Location,Price,Gross_Area,Topology
ID1b7IV.html#485b77d73f,Apartamento T4 para venda,"Rua Cidade de Benguela , Olivais",410000,133.04,T4
ID1b8wJ.html#485b77d73f,UM ESTÚDIO MODERNO NO CENTRO DE LISBOA - Prédio em Construção,Arroios,260000,NA,T0
ID1b30Y.html#0d8e929b98,T3 com 2 Lugares de Parqueamento,"Rua Dom António Francisco Marques - Quinta do Bom Nome , Carnide",570000,165,T3
ID1b307.html#0d8e929b98,Apartamento T2 para venda,"Rua Jau , Alcântara",395000,84,T2
ID19nR0.html#0d8e929b98,Apartamento T2 Marquês do Pombal,Avenidas Novas,750000,100,T2
ID17HPD.html#0d8e929b98,T1 NOVO COM TERRAÇO NAS AVENIDAS NOVAS,Avenidas Novas,504000,58.39,T1
ID1b2Nq.html#0d8e929b98,T2 Benfica,São Domingos de Benfica,270000,76,T2
ID1b2KK.html#0d8e929b98,Apartamento T3 com grande terraço 42 m2,São Domingos de Benfica,795000,205,T3
ID1b2EZ.html#0d8e929b98,T4 Corner Panoramic View 'Martinhal Residences' Possibili...,Parque das Nações,3400000,272.98,T4
ID1b2DM.html#0d8e929b98,T3 Corner 'Martinhal Residences' Possibilidade de fazer G...,Parque das Nações,1900000,166.43,T3
ID1b2Cp.html#0d8e929b98,Apartamento T4 no Parque das Nações,Parque das Nações,3300000,272.91,T4
ID16fNX.html#0d8e929b98,Apartamento T3 com Estacionamento Villa Infante,Estrela,1255000,NA,T3
ID1b2re.html#0d8e929b98,"Apartamento 5 divisões, com 91m2, ao Largo do Camo , Chiado - Lisboa","Rua da Oliveira Ao Carmo , Santa Maria Maior",610000,93,T4
ID1b7GZ.html#0d8e929b98,Apartamento T6 para venda,"Rua Engenheiro Canto Resende , Avenidas Novas",1150000,215.5,T6
ID1a9Lb.html#0d8e929b98,Apartamento T1 localizado junto ao Instituto Superior Técnico,Arroios,355000,44,T1
ID1apy0.html#0d8e929b98,Edifício SQUARE Bloco F 1ºE,"Rua B aos Jardins Braço de Prata , Marvila",955000,199.6,T3
ID1aLH9.html#0d8e929b98,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,772000,111,T2
ID1apxF.html#0d8e929b98,Edifício SQUARE Bloco F 1ºD,"Rua B aos Jardins Braço de Prata , Marvila",665000,114.2,T2
ID19Rw8.html#0d8e929b98,Apartamento T1 com varanda perto da Avenida da Liberdade,Santo António,"791703,21",62,T1
ID1aqWg.html#0d8e929b98,Edifício PARK Bloco D 5ºA,"Rua B aos Jardins Braço de Prata , Marvila",1060000,168,T2
ID18F4B.html#0d8e929b98,Edifício SQUARE Bloco C-5ºF,"Rua B aos Jardins Braço de Prata , Marvila",520000,76.2,T1
ID1aqOm.html#0d8e929b98,Edifício PARK Bloco C 2ºD,"Rua B aos Jardins Braço de Prata , Marvila",1275000,189.8,T3
ID19RuR.html#0d8e929b98,Apartamento T3 com terraço e varanda perto da Avenida da Liberdade,Santo António,"1663129,89",126,T3
ID1b2gK.html#0d8e929b98,Apartamento T3 para venda,Lumiar,600000,138,T3
ID1b2mk.html#0d8e929b98,Alfama - Apartamento Duplex T2 + 1,"Calçadinha Tijolo , São Vicente",320000,72,T3
ID19P5S.html#0d8e929b98,"Apartamento T2 +1 na Rua de São José, Avenida da Liberdade",Santo António,450000,125,T2
ID1b29z.html#5283af5e4f,Apartamento T3 para venda,Arroios,2500000,182,T3
ID1b27r.html#5283af5e4f,"Apartamento T1 em Lisboa de 63,00 m2",Parque das Nações,399000,NA,T1
ID1b1SH.html#5283af5e4f,Apartamento T3,São Domingos de Benfica,429900,NA,T3
ID1azMs.html#5283af5e4f,Apartamento T3 para venda,Marvila,295000,85,T3
ID1a0Cl.html#5283af5e4f,"PF29223, Apartamento T1, Lisboa",Parque das Nações,555000,NA,T1
ID1b1p1.html#5283af5e4f,"Apartamento T3 renovado com terraço junto ao Campo Santana, Lisboa",Arroios,730000,113.23,T3
ID1b1gw.html#5283af5e4f,"Espectacular apartamento de luxo , centro de Lisboa",Avenidas Novas,1490000,347,T3
ID16fR4.html#5283af5e4f,Apartamento T3 Duplex Estacionamento Villa Infante,Estrela,1450000,NA,T3
ID16ggy.html#5283af5e4f,Apartamento T3 Duplex Estacionamento Villa Infante,Estrela,1555000,NA,T3
ID17HSZ.html#5283af5e4f,T1 NOVO COM TERRAÇO NAS AVENIDAS NOVAS,Avenidas Novas,570000,85.06,T1
ID1b0E3.html#5283af5e4f,Apartamento T2 - Bairro de Santos,Avenidas Novas,250000,55,T2
ID1b0nN.html#5283af5e4f,T2 Novo com Parqueamento e Arrecadação em Campolide,Campolide,770000,92,T2
ID1b0nA.html#5283af5e4f,T2 em Condomínio nas Amoreiras,Campolide,730000,93,T2
ID1b0n2.html#5283af5e4f,Apartamento T4 totalmente remodelado e com muita luz natu...,Misericórdia,1595000,258,T4
ID19RuT.html#5283af5e4f,Apartamento T1 com varanda perto da Avenida da Liberdade,Santo António,"698797,54",68,T1
ID1aqTj.html#5283af5e4f,Edifício PARK Bloco C 5ºA,"Rua B aos Jardins Braço de Prata , Marvila",1110000,176.3,T2
ID17BrW.html#5283af5e4f,Edifício SQUARE Bloco H-1ºF,"Rua B aos Jardins Braço de Prata , Marvila",500000,79.8,T1
ID17AD8.html#5283af5e4f,Edifício SQUARE Bloco B-3ºD,"Rua B aos Jardins Braço de Prata , Marvila",900000,183.8,T3
ID1aLHG.html#5283af5e4f,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,754000,111,T2
ID1a9L9.html#5283af5e4f,Apartamento T1 localizado junto ao Instituto Superior Técnico,Arroios,240000,43,T1
ID1aqOc.html#5283af5e4f,Edifício PARK Bloco C 1ºD,"Rua B aos Jardins Braço de Prata , Marvila",1210000,203.2,T3
ID1aLH5.html#5283af5e4f,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,447000,54,T1
ID1b01v.html#5283af5e4f,Apartamento T4 para venda,Lumiar,900000,226,T4
ID18IF2.html#5283af5e4f,T1 Com terraço a estrear,Areeiro,315000,50.4,T1
ID1aZMW.html#85630a0756,"Apartamento T2 DUPLEX na Lapa, Recuperado, com Zona exterior",Estrela,530000,70,T2
ID1aLHP.html#85630a0756,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,665000,111,T2
ID1axgD.html#85630a0756,Apartamento T3 remodelado e mobilado em Benfica,Benfica,489900,101,T3
ID1aZ4V.html#85630a0756,Apartamento T0 com terraço e estacionamento junto da Aven...,Santo António,360000,59,T0
ID13Yae.html#85630a0756,"Apartamento T4 em Lisboa de 221,00 m2",Alvalade,1540000,NA,T4
ID17AGv.html#85630a0756,Edifício SQUARE Bloco C-1ºF,"Rua B aos Jardins Braço de Prata , Marvila",500000,80.7,T1
ID1aqNZ.html#85630a0756,Edifício PARK Bloco B 5ºB,"Rua B aos Jardins Braço de Prata , Marvila",1120000,177.4,T2
ID19RuE.html#85630a0756,Apartamento T1 com terraço perto da Avenida da Liberdade,Santo António,"752475,67",75,T1
ID17ACN.html#85630a0756,Edifício SQUARE Bloco B-2ºD,"Rua B aos Jardins Braço de Prata , Marvila",890000,196.3,T3
ID1aqNo.html#85630a0756,Edifício PARK Bloco B 2ºD,"Rua B aos Jardins Braço de Prata , Marvila",1330000,252.7,T3
ID166xl.html#85630a0756,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,749000,111,T2
ID1aY7G.html#85630a0756,"Apartamento T2 para remodelação total na Rua de Campo de Ourique, Lisb",Campo de Ourique,345000,80,T2
ID1aY33.html#85630a0756,Apartamento T1 - Penha de França,Penha de França,299900,51,T1
ID19KRm.html#85630a0756,T1 Com terraço a estrear,Estrela,315000,39.2,T1
ID1aXSd.html#85630a0756,Apartamento T1 + 2 remodelado com Mezzanine no Centro Lisboa,Santo António,690000,148.6,T2
ID17HUB.html#85630a0756,T1 NOVO COM TERRAÇO NAS AVENIDAS NOVAS,Avenidas Novas,502000,69.94,T1
ID1aXFA.html#85630a0756,T1 em condomínio fechado com piscina,Marvila,330000,70,T1
ID1aX6F.html#85630a0756,Espaço com características muito originais para apartamento com 325m2,Marvila,900000,325,T4
ID1aX6h.html#85630a0756,T4 de luxo com estacionamento,Avenidas Novas,2185000,NA,T4
ID1a0Cb.html#85630a0756,"PF29213, Apartamento T1, Lisboa",Parque das Nações,505000,NA,T1
ID1aX3I.html#85630a0756,"Apartamento T1 Em Remodelação, com Vista Rio, na Rua Mora...",Penha de França,299900,51,T1
ID1aVUs.html#85630a0756,APARTAMENTO T3 EM REMODELAÇÃO TOTAL EM BENFICA / LISBOA,Benfica,489900,101,T3
ID166vX.html#85630a0756,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,712000,111,T2
ID17ACs.html#85630a0756,Edifício SQUARE Bloco B-1ºD,"Rua B aos Jardins Braço de Prata , Marvila",880000,204.9,T3
ID17BtN.html#dbc90c9de7,Edifício SQUARE Bloco H-4ºF,"Rua B aos Jardins Braço de Prata , Marvila",510000,76.1,T1
ID1aqOe.html#dbc90c9de7,Edifício PARK Bloco C 2ºA,"Rua B aos Jardins Braço de Prata , Marvila",1330000,252.7,T3
ID1aVeU.html#dbc90c9de7,"Apartamento T2+1 na Rua de São Bento, Lisboa",Misericórdia,499000,99,T2
ID1aWJx.html#dbc90c9de7,Apartamento T3 com parqueamento em S. Domingos de Benfica...,Penha de França,429900,79,T3
ID1aWHG.html#dbc90c9de7,Apartamento T1 para venda,Santa Clara,287000,87.89,T1
ID1aWyp.html#dbc90c9de7,Apartamento T2 para remodelação no coração do Bairro Alto,Misericórdia,210000,40,T2
ID1aW59.html#dbc90c9de7,"T2 em Campo de Ourique com requinte, completamente mobila...",Campo de Ourique,449900,63,T2
ID17AKX.html#dbc90c9de7,Edifício SQUARE Bloco C-4ºF,"Rua B aos Jardins Braço de Prata , Marvila",530000,79.6,T1
ID1aLHM.html#dbc90c9de7,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,710000,111,T2
ID1aqNz.html#dbc90c9de7,Edifício PARK Bloco B 3ºD,"Rua B aos Jardins Braço de Prata , Marvila",1300000,200,T3
ID17Bra.html#dbc90c9de7,Edifício SQUARE Bloco G-2ºE,"Rua B aos Jardins Braço de Prata , Marvila",945000,176.6,T3
ID1aUUx.html#dbc90c9de7,Apartamento T2 para venda,Santa Clara,429000,85.73,T2
ID1aUKr.html#dbc90c9de7,"BAIRRO DAS COLÓNIAS, T4 com excelentes áreas",Arroios,599000,160,T4
ID17HU4.html#dbc90c9de7,T1 NOVO NAS AVENIDAS NOVAS,Avenidas Novas,526000,64.48,T1
ID1aS0r.html#dbc90c9de7,Extraordinário apartamento T2+1,Misericórdia,2070000,206.39,T2
ID1aMEV.html#dbc90c9de7,NOVO 4 QUARTOS 1 APARTAMENTO/PISO SALDANHA,Avenidas Novas,1600000,200,T4
ID17AJK.html#dbc90c9de7,Edifício SQUARE Bloco C-4ºE,"Rua B aos Jardins Braço de Prata , Marvila",1095000,203.8,T3
ID1aqOt.html#dbc90c9de7,Edifício PARK Bloco C 3ºA,"Rua B aos Jardins Braço de Prata , Marvila",1260000,200,T3
ID1aLHQ.html#dbc90c9de7,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,689000,111,T2
ID1apxk.html#dbc90c9de7,Edifício SQUARE Bloco D 6ºE,"Rua B aos Jardins Braço de Prata , Marvila",530000,120,T1
ID1aTal.html#dbc90c9de7,Apartamento T3 com varanda situado em Lisboa,Santo António,1050000,164.62,T3
ID1aSWg.html#dbc90c9de7,T3 Parque das Nações | 3 Lugares de Estacionamento | Terraço - Rooftop,Parque das Nações,887000,NA,T3
ID1apxb.html#dbc90c9de7,Edifício SQUARE Bloco D 5ºF,"Rua B aos Jardins Braço de Prata , Marvila",490000,76.1,T1
ID17AHp.html#dbc90c9de7,Edifício SQUARE Bloco C-3ºE,"Rua B aos Jardins Braço de Prata , Marvila",1070000,203.8,T3
ID1aqLj.html#a5aa1f2ca2,Edifício PARK Bloco A 4ºD,"Rua B aos Jardins Braço de Prata , Marvila",1090000,175.6,T3
ID1aSk4.html#a5aa1f2ca2,"APARTAMENTO DUPLEX AVENIDAS NOVAS, ZONA PREMIUM - LISBOA",Avenidas Novas,820000,160,T4
ID1a4d2.html#a5aa1f2ca2,"Magnifico T1 no condomínio do Parque, Alta de Lisboa, Lisboa",Santa Clara,349000,108,T1
ID1aRMt.html#a5aa1f2ca2,T1 em Condomínio nas Amoreiras,Campolide,490000,52,T1
ID1aRMm.html#a5aa1f2ca2,Loft Luxo em Campolide,Campolide,650000,104,T1
ID1a0Ck.html#a5aa1f2ca2,"PF29218, Apartamento T1, Lisboa",Parque das Nações,530000,NA,T1
ID1aR2O.html#a5aa1f2ca2,Apartamento T4 junto à Policia Judiciaria em Lisboa,Arroios,400000,114,T4
ID1aqW7.html#a5aa1f2ca2,Edifício PARK Bloco D 3ºA,"Rua B aos Jardins Braço de Prata , Marvila",1220000,181.8,T3
ID1aLH8.html#a5aa1f2ca2,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,475000,60,T1
ID1au4O.html#a5aa1f2ca2,"Apartamento T3 junto ao CCB em Belém, Lisboa",Belém,450000,89,T3
ID1aLHf.html#a5aa1f2ca2,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,844000,114,T2
ID17AGe.html#a5aa1f2ca2,Edifício SQUARE Bloco C-1ºE,"Rua B aos Jardins Braço de Prata , Marvila",1035000,217.2,T3
ID1apuW.html#a5aa1f2ca2,Edifício SQUARE Bloco D 4ºF,"Rua B aos Jardins Braço de Prata , Marvila",500000,79.6,T1
ID1aQm6.html#a5aa1f2ca2,"Apartamento em Lisboa de 31,00 m2",Avenidas Novas,215000,NA,T0
ID1aPFo.html#a5aa1f2ca2,"Apartamento T1 com terraço, piscina e estacionamento, fra...",Santa Maria Maior,500000,67,T1
ID17Bdq.html#a5aa1f2ca2,Edifício SQUARE Bloco E-3ºD,"Rua B aos Jardins Braço de Prata , Marvila",1230000,251.8,T3
ID1aLHW.html#a5aa1f2ca2,"Apartamento T1 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,461000,60,T1
ID1aqLc.html#a5aa1f2ca2,Edifício PARK Bloco A-3ºD,"Rua B aos Jardins Braço de Prata , Marvila",1210000,181.8,T3
ID1apuE.html#a5aa1f2ca2,Edifício SQUARE Bloco D 3ºF,"Rua B aos Jardins Braço de Prata , Marvila",490000,NA,T1
ID1aqUl.html#a5aa1f2ca2,Edifício PARK Bloco D 2ºA,"Rua B aos Jardins Braço de Prata , Marvila",1210000,181.8,T3
ID1aLHj.html#a5aa1f2ca2,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,832000,114,T2
ID1aPBz.html#a5aa1f2ca2,Vende-se Apartamento T1 totalmente remodelado em Arroios,Arroios,489000,68.4,T1
ID1aPyI.html#a5aa1f2ca2,"Localizado em uma das áreas mais desejadas de Lisboa, o b...",Campo de Ourique,399000,70,T2
ID17HUh.html#a5aa1f2ca2,T1 NOVO NAS AVENIDAS NOVAS,Avenidas Novas,514000,64.48,T1
ID16gVt.html#b4668b0d17,T5 DUPLEX EDIFÍCIO ROSSIO DE PALMA - ESTRADA DA LUZ,São Domingos de Benfica,1200000,331.67,T5
ID1aOG0.html#b4668b0d17,T2 Alvalade,Alvalade,449900,80,T2
ID1aODh.html#b4668b0d17,Apartamento T3+1 de excelência para venda sito no coração das Avenidas,"Avenida dos Defensores de Chaves , Avenidas Novas",895000,172,T3
ID1aOix.html#b4668b0d17,Olivais T4 composto por 2 frações autónomas T3 transformadas em Duplex,Olivais,450000,NA,T4
ID18F6H.html#b4668b0d17,Edifício SQUARE Bloco E 5ºE,"Rua B aos Jardins Braço de Prata , Marvila",865000,160.4,T3
ID1aLHd.html#b4668b0d17,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,828000,119,T2
ID1aqTR.html#b4668b0d17,Edifício PARK Bloco D 1ºA,"Rua B aos Jardins Braço de Prata , Marvila",1200000,196.1,T3
ID1aMty.html#b4668b0d17,Apartamento T2 para venda,Penha de França,380000,81.42,T2
ID1aork.html#b4668b0d17,Edifício SQUARE Bloco D 2ºD,"Rua B aos Jardins Braço de Prata , Marvila",860000,186.9,T3
ID1aqSH.html#b4668b0d17,Edifício PARK Bloco C 4ºD,"Rua B aos Jardins Braço de Prata , Marvila",1220000,182.3,T3
ID1aLHi.html#b4668b0d17,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,803000,119,T2
ID1aLHR.html#b4668b0d17,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,740000,89,T2
ID166xv.html#b4668b0d17,"Apartamento T2 com garagem na Praça de Espanha, Lisboa",Avenidas Novas,695000,110,T2
ID1aLI3.html#b4668b0d17,"Apartamento T1 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,440000,55,T1
ID1aLHh.html#b4668b0d17,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,703000,89,T2
ID1aLHb.html#b4668b0d17,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",Avenidas Novas,724000,89,T2
ID1aLH0.html#b4668b0d17,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,492000,55,T1
ID1aLGR.html#b4668b0d17,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,437000,53,T1
ID1aLGL.html#b4668b0d17,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,467000,55,T1
ID1aLGG.html#b4668b0d17,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,454000,54,T1
ID1aLGE.html#b4668b0d17,Apartamento T1 com varanda e estacionamento na Praça de E...,Avenidas Novas,506000,55,T1
ID1aLAA.html#b4668b0d17,Apartamento T3 situado no centro de Lisboa com estacionam...,Santa Maria Maior,985000,146,T3
ID1aLAb.html#b4668b0d17,Pátio do Tijolo - Apartamento T2,São Vicente,430000,66.64,T2
ID1aLuo.html#b4668b0d17,T2_CHIADO_LOGRADOURO_ESTACIONAMENTO,Santa Maria Maior,770000,105,T2
ID1aLti.html#033195df5d,Apartamento T2 Totalmente Remodelado,Benfica,210000,78,T2
ID1aLqr.html#033195df5d,T4 para habitar ou Investir,Marvila,219000,104,T4
ID17HUp.html#033195df5d,T1 NOVO NAS AVENIDAS NOVAS,Avenidas Novas,502000,64.48,T1
ID1aL6h.html#033195df5d,Apartamento T1 com estacionamento em Lisboa,Santo António,1265000,85,T1
ID1aKez.html#033195df5d,"Apartamento T4 em condomínio nas Avenidas Novas, Lisboa",Avenidas Novas,1575000,286,T4
ID1aJVD.html#033195df5d,Apartamento T2 para venda,Penha de França,345000,71,T2
ID1aqND.html#033195df5d,Edifício PARK Bloco B 4ºA,"Rua B aos Jardins Braço de Prata , Marvila",1180000,182.3,T3
ID18F5L.html#033195df5d,Edifício SQUARE Bloco E 3ºE,"Rua B aos Jardins Braço de Prata , Marvila",900000,201.5,T3
ID1aA1M.html#033195df5d,"Apartamento T3 em condomínio nas Avenidas Novas, Lisboa",Avenidas Novas,1575000,286,T3
ID1aoSe.html#033195df5d,"Apartamento T4 com estacionamento, Campolide, Lisboa",Campolide,890000,165,T4
ID1ae65.html#033195df5d,"Apartamento T3 duplex, com garagem, no Restelo, Lisboa",Belém,960000,210,T3
ID1ajbq.html#033195df5d,"Apartamento T2 com varanda, nas Amoreiras, Lisboa",Campo de Ourique,950000,112,T2
ID19YqK.html#033195df5d,"Apartamento T3 duplex com terraço, na Lapa, em Lisboa",Estrela,1135000,150,T3
ID19QEJ.html#033195df5d,"Apartamento T4 com garagem, em Alcântara, Lisboa",Alcântara,990000,240,T4
ID1ajbo.html#033195df5d,"Apartamento T2 com piscina comum, nas Amoreiras, Lisboa",Campo de Ourique,950000,108,T2
ID1adJb.html#033195df5d,"Apartamento T4 no Campo Pequeno, Lisboa",Avenidas Novas,930000,200,T4
ID1aJQ7.html#033195df5d,Apartamento T2 recuperado e mobilado,São Vicente,399900,59.87,T2
ID1aJPA.html#033195df5d,Apartamento T2 recuperado e mobilado,São Vicente,399900,59.87,T2
ID1aJOv.html#033195df5d,Apartamento T2 recuperado e mobilado,São Vicente,399900,47.18,T2
ID1aJLz.html#033195df5d,Apartamento T0 recuperado e mobilado em Lisboa,São Vicente,299900,63.17,T0
ID1aJLi.html#033195df5d,Apartamento T2 para venda,Penha de França,470000,120,T2
ID1aJ6r.html#033195df5d,Aparamento T2 Recuperado e Mobilado na Graça,São Vicente,399900,60,T2
ID1aJ5F.html#033195df5d,"Apartamento T1 em Lisboa de 53,00 m2",Penha de França,239000,NA,T1
ID1aJ5f.html#033195df5d,Apartamento T3 para venda,Lumiar,467500,101,T3
ID1aITJ.html#ab605a2da2,Apartamento T3 Recuperado e Mobilado em Benfica,Benfica,489900,100,T3
ID1aIEw.html#ab605a2da2,APARTAMENTOS T2 EM SÃO VICENTE / LISBOA TOTALMENTE REMODE...,São Vicente,399900,50.8,T2
ID1aIE1.html#ab605a2da2,Apartamento T4,Marvila,1510000,266.5,T4
ID1aIE0.html#ab605a2da2,Apartamento T4,Marvila,2400000,306.1,T4
ID1axzk.html#ab605a2da2,"Apartamento T2 renovado em Campo de Ourique, Lisboa",Campo de Ourique,449900,63,T2
ID1aIu8.html#ab605a2da2,"T5 Duplex a estrear, Lisboa, Laranjeiras",São Domingos de Benfica,1200000,NA,T5
ID1aqNJ.html#ab605a2da2,Edifício PARK Bloco B 4ºD,"Rua B aos Jardins Braço de Prata , Marvila",1220000,192.2,T3
ID18F5V.html#ab605a2da2,Edifício SQUARE Bloco E 4ºE,"Rua B aos Jardins Braço de Prata , Marvila",880000,165.8,T3
ID1aIie.html#ab605a2da2,APARTAMENTO T3 EM REMODELAÇÃO TOTAL EM BENFICA / LISBOA,Benfica,489900,104.9,T3
ID1aI2E.html#ab605a2da2,"T3 na Rua Gilberto Freire, em excelente estado",Marvila,297000,90,T3
ID1aHOF.html#ab605a2da2,Apartamento T5 De Charme Parque Eduardo VII,Avenidas Novas,885000,NA,T5
ID17HUw.html#ab605a2da2,T1 NOVO NAS AVENIDAS NOVAS,Avenidas Novas,500000,64.48,T1
ID1aHl4.html#ab605a2da2,Deslumbrante T3 com terraço em Campo de Santana,Santo António,830000,NA,T3
ID1aHfl.html#ab605a2da2,Apartamento T2 para venda,Alcântara,325000,71,T2
ID1a0C3.html#ab605a2da2,"PF29203, Apartamento T2, Lisboa",Parque das Nações,760000,NA,T2
ID1aH6c.html#ab605a2da2,T2 Renovado a Estrear | Sala e Cozinha em Open Space | 2 Casas de Banh,Avenidas Novas,345000,77,T2
ID1aGCd.html#ab605a2da2,"Apartamento T3 em Lisboa de 82,00 m2",Campo de Ourique,519000,NA,T3
ID1aAiU.html#ab605a2da2,"Apartamento T1, no Príncipe Real, Lisboa",Misericórdia,800000,63,T1
ID19KPL.html#ab605a2da2,"Apartamento T3 com estacionamento em Benfica, Lisboa",São Domingos de Benfica,640000,125,T3
ID19Jel.html#ab605a2da2,"Apartamento T3 com vista cidade, nas Amoreiras, Lisboa",Campolide,537000,110,T3
ID1aGpG.html#ab605a2da2,"Apartamento T2, em Remodelação total, com vista de Rio, S...",São Vicente,399900,66,T2
ID1ajHG.html#ab605a2da2,"Fantástico apartamento T2 com vista, localizado na Costa ...",Santa Maria Maior,475000,66.13,T2
ID1aGiK.html#ab605a2da2,Apartamento T2 em Benfica,São Domingos de Benfica,287500,69,T2
ID1aAti.html#ab605a2da2,Apartamento T3 totalmente remodelado e mobilado com excel...,Benfica,489900,104.9,T3
ID1aGaa.html#837395db7f,"T2 com Varanda, Parqueamento e Arrecadação nas Amoreiras",Campolide,825000,108,T2
ID1aG9W.html#837395db7f,T2 Novo em Condomínio nas Amoreiras,Campolide,770000,93,T2
ID1aG2x.html#837395db7f,"Apartamento T2 em condomínio com piscina, garagem e portaria 24h",São Domingos de Benfica,630000,136,T2
ID1aFCZ.html#837395db7f,"Apartamento T3, em fase de remodelação total, situado em ...",Benfica,489900,101,T3
ID1aFzo.html#837395db7f,"Apartamento T3, em fase de remodelação total, situado em ...",Benfica,489900,104.9,T3
ID1aFc2.html#837395db7f,Apartamento Triplex T4+1 no coração de Lisboa - Rua da Glória à Avenid,Santo António,1500000,184,T4
ID1a8Tg.html#837395db7f,"T2 de 107.41 m2 com suite e Garagem em Lisboa, Olivais, e...",Olivais,515000,NA,T2
ID17AFO.html#837395db7f,Edifício SQUARE Bloco B-4ºD,"Rua B aos Jardins Braço de Prata , Marvila",920000,183.8,T3
ID1aF4U.html#837395db7f,Apartamento T1 para venda,Penha de França,360000,48,T1
ID1aECd.html#837395db7f,Apartamento T2+1 Remodelado - na zona da Graça com Logradouro,São Vicente,350000,80,T2
ID17HUE.html#837395db7f,T1 NOVO COM TERRAÇO NAS AVENIDAS NOVAS,Avenidas Novas,635000,82.47,T1
ID1aEul.html#837395db7f,Apartamento T3 Remodelado com Terraço no Centro de Lisboa,Santo António,850000,142.6,T3
ID1aEoo.html#837395db7f,"Apartamento T3, em Remodelação total, Benfica",Benfica,489900,101,T3
ID1aCbw.html#837395db7f,"Apartamento T1 em Excelente Estado e Localização, Belém, ...",Belém,247000,50,T1
ID1apvn.html#837395db7f,Edifício SQUARE Bloco D 5ºE,"Rua B aos Jardins Braço de Prata , Marvila",950000,166.1,T3
ID1aCZ1.html#837395db7f,T2 totalmente remodelado com vista Rio - São Vicente.,São Vicente,399900,55,T2
ID1aBEn.html#837395db7f,Apartamento T2 para venda,Santa Clara,185000,108.52,T2
ID1aASu.html#837395db7f,T4 Estefânia com Varanda,Arroios,599000,138,T4
ID1aAQF.html#837395db7f,Apartamento T2 totalmente remodelado e mobilado em Alvalade,Alvalade,449900,NA,T2
ID1aAPq.html#837395db7f,"Apartamento, 3 quartos, Lisboa, São Domingos de Benfica",São Domingos de Benfica,975000,NA,T3
ID1a7AG.html#837395db7f,APARTAMENTO T1 INSERIDO EM LOJA NA LAPA - ELEGÍVEL PARA G...,Estrela,520000,130,T1
ID1aAxu.html#837395db7f,"Apartamento T3 em remodelação, São Domingos de Benfica.",São Domingos de Benfica,429900,86,T3
ID1aAxq.html#837395db7f,"Apartamento T3 duplex Lisboa, São Vicente de Fora",São Vicente,370000,80,T3
ID1aAuC.html#837395db7f,Apartamento T2 em Benfica,"Rua da Venezuela , Benfica",329900,90,T2
ID1aAtR.html#1fbeda0af0,Apartamento T2 para venda,Estrela,397000,73,T2
ID1apuK.html#1fbeda0af0,Edifício SQUARE Bloco D 4ºE,"Rua B aos Jardins Braço de Prata , Marvila",990000,176.3,T3
ID1azXX.html#1fbeda0af0,"Excelente Apartamento T2 Remodelado na Ajuda, Lisboa",Ajuda,275000,100,T2
ID1azXz.html#1fbeda0af0,Apartamento T1 para venda,Arroios,400000,67,T1
ID1azOT.html#1fbeda0af0,"Apartamento na Av. Estados Unidos da América, Lisboa",Alvalade,820000,175,T3
ID1ak3N.html#1fbeda0af0,"PF29747, Apartamento T2, Lisboa",Parque das Nações,740000,NA,T2
ID1apuv.html#1fbeda0af0,Edifício SQUARE Bloco D 3ºE,"Rua B aos Jardins Braço de Prata , Marvila",970000,176.3,T3
ID15Lup.html#1fbeda0af0,Luxuoso apartamento T3 com terraço num condomínio com pis...,Alvalade,985000,168.68,T3
ID1anDP.html#1fbeda0af0,"Apartamento na rua Conde de Almoster, a 10 min a pé da estação de Sete",São Domingos de Benfica,270000,NA,T2
ID1axnL.html#1fbeda0af0,T2 + 1 ALCÂNTARA,Alcântara,400000,91,T3
